id,from_id,to_id,edge_type,edge_type_norm,status,risk_level,confidence,evidence_json,evidence_text,business_rule,last_updated,next_action,risk_reason,from_node_type,to_node_type,ai_ready,needs_review,text_for_embedding
edge_0056,member_karthik,concept_dsv_yard_repair,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_karthik"", ""target_node:concept_dsv_yard_repair"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_karthik | target_node:concept_dsv_yard_repair | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Document,true,false,edge_0056 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_karthik | target_node:concept_dsv_yard_repair | relation:performs | confidence:EXTRACTED
edge_0057,member_karthik,concept_lpo,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_karthik"", ""target_node:concept_lpo"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_karthik | target_node:concept_lpo | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Document,true,false,edge_0057 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_karthik | target_node:concept_lpo | relation:performs | confidence:EXTRACTED
edge_0058,member_karthik,concept_packing_list,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_karthik"", ""target_node:concept_packing_list"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_karthik | target_node:concept_packing_list | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,PackingListDocument,true,false,edge_0058 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_karthik | target_node:concept_packing_list | relation:performs | confidence:EXTRACTED
edge_0059,member_karthik,member_ken,shares_data_with,SHARES_DATA_WITH,PASS,,EXTRACTED,"[""source_node:member_karthik"", ""target_node:member_ken"", ""relation:shares_data_with"", ""confidence:EXTRACTED""]",source_node:member_karthik | target_node:member_ken | relation:shares_data_with | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Person,true,false,edge_0059 | SHARES_DATA_WITH | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_karthik | target_node:member_ken | relation:shares_data_with | confidence:EXTRACTED
edge_0060,member_karthik,role_domestic_lpo_document_controller,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_karthik"", ""target_node:role_domestic_lpo_document_controller"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_karthik | target_node:role_domestic_lpo_document_controller | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,ActorRole,true,false,edge_0060 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_karthik | target_node:role_domestic_lpo_document_controller | relation:performs | confidence:EXTRACTED
edge_0061,member_sanguk,member_karthik,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:member_sanguk"", ""target_node:member_karthik"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:member_sanguk | target_node:member_karthik | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Person,true,false,edge_0061 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_sanguk | target_node:member_karthik | relation:references | confidence:EXTRACTED
edge_0062,role_domestic_lpo_document_controller,concept_dn,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:role_domestic_lpo_document_controller"", ""target_node:concept_dn"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:role_domestic_lpo_document_controller | target_node:concept_dn | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,Document,true,false,edge_0062 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_domestic_lpo_document_controller | target_node:concept_dn | relation:references | confidence:EXTRACTED
edge_0063,role_domestic_lpo_document_controller,concept_lpo,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:role_domestic_lpo_document_controller"", ""target_node:concept_lpo"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:role_domestic_lpo_document_controller | target_node:concept_lpo | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,Document,true,false,edge_0063 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_domestic_lpo_document_controller | target_node:concept_lpo | relation:references | confidence:EXTRACTED
edge_0064,role_domestic_lpo_document_controller,concept_mtc,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:role_domestic_lpo_document_controller"", ""target_node:concept_mtc"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:role_domestic_lpo_document_controller | target_node:concept_mtc | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,Document,true,false,edge_0064 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_domestic_lpo_document_controller | target_node:concept_mtc | relation:references | confidence:EXTRACTED
edge_0065,role_domestic_lpo_document_controller,concept_packing_list,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:role_domestic_lpo_document_controller"", ""target_node:concept_packing_list"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:role_domestic_lpo_document_controller | target_node:concept_packing_list | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,PackingListDocument,true,false,edge_0065 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_domestic_lpo_document_controller | target_node:concept_packing_list | relation:references | confidence:EXTRACTED
edge_0066,team_role_matrix,role_domestic_lpo_document_controller,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:team_role_matrix"", ""target_node:role_domestic_lpo_document_controller"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:team_role_matrix | target_node:role_domestic_lpo_document_controller | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,ActorRole,true,false,edge_0066 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:team_role_matrix | target_node:role_domestic_lpo_document_controller | relation:references | confidence:EXTRACTED
edge_0067,concept_packing_list,concept_mrr,conceptually_related_to,CONCEPTUALLY_RELATED_TO,PASS,,EXTRACTED,"[""source_node:concept_packing_list"", ""target_node:concept_mrr"", ""relation:conceptually_related_to"", ""confidence:EXTRACTED""]",source_node:concept_packing_list | target_node:concept_mrr | relation:conceptually_related_to | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,PackingListDocument,Document,true,false,edge_0067 | CONCEPTUALLY_RELATED_TO | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_packing_list | target_node:concept_mrr | relation:conceptually_related_to | confidence:EXTRACTED
edge_0068,concept_wh_receipt,concept_lpo,executes_against,EXECUTES_AGAINST,PASS,,REVIEWED,"[""source_node:concept_wh_receipt"", ""target_node:concept_lpo"", ""relation:executes_against"", ""confidence:REVIEWED""]",source_node:concept_wh_receipt | target_node:concept_lpo | relation:executes_against | confidence:REVIEWED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,WarehouseTask,Document,true,false,edge_0068 | EXECUTES_AGAINST | PASS | REVIEWED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_wh_receipt | target_node:concept_lpo | relation:executes_against | confidence:REVIEWED
edge_0069,member_ken,concept_lpo,shares_data_with,SHARES_DATA_WITH,PASS,,EXTRACTED,"[""source_node:member_ken"", ""target_node:concept_lpo"", ""relation:shares_data_with"", ""confidence:EXTRACTED""]",source_node:member_ken | target_node:concept_lpo | relation:shares_data_with | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Document,true,false,edge_0069 | SHARES_DATA_WITH | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_ken | target_node:concept_lpo | relation:shares_data_with | confidence:EXTRACTED
edge_0070,concept_site_receipt,concept_mrr,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:concept_site_receipt"", ""target_node:concept_mrr"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:concept_site_receipt | target_node:concept_mrr | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,Document,true,false,edge_0070 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:concept_site_receipt | target_node:concept_mrr | relation:references | confidence:EXTRACTED
edge_0071,member_ken,concept_alphamed_ccu_recovery,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_ken"", ""target_node:concept_alphamed_ccu_recovery"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_ken | target_node:concept_alphamed_ccu_recovery | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Document,true,false,edge_0071 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_ken | target_node:concept_alphamed_ccu_recovery | relation:performs | confidence:EXTRACTED
edge_0072,member_ken,concept_mosb_staging,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_ken"", ""target_node:concept_mosb_staging"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_ken | target_node:concept_mosb_staging | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,OffshoreStagingNode,true,false,edge_0072 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_ken | target_node:concept_mosb_staging | relation:performs | confidence:EXTRACTED
edge_0073,member_ken,concept_warehouse_management,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_ken"", ""target_node:concept_warehouse_management"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_ken | target_node:concept_warehouse_management | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,WarehouseTask,true,false,edge_0073 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_ken | target_node:concept_warehouse_management | relation:performs | confidence:EXTRACTED
edge_0074,member_ken,concept_wh_receipt,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_ken"", ""target_node:concept_wh_receipt"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_ken | target_node:concept_wh_receipt | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,WarehouseTask,true,false,edge_0074 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_ken | target_node:concept_wh_receipt | relation:performs | confidence:EXTRACTED
edge_0075,member_ken,member_roldan,shares_data_with,SHARES_DATA_WITH,PASS,,EXTRACTED,"[""source_node:member_ken"", ""target_node:member_roldan"", ""relation:shares_data_with"", ""confidence:EXTRACTED""]",source_node:member_ken | target_node:member_roldan | relation:shares_data_with | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Person,true,false,edge_0075 | SHARES_DATA_WITH | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_ken | target_node:member_roldan | relation:shares_data_with | confidence:EXTRACTED
edge_0076,member_ken,role_warehouse_execution_coordinator,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_ken"", ""target_node:role_warehouse_execution_coordinator"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_ken | target_node:role_warehouse_execution_coordinator | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,ActorRole,true,false,edge_0076 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_ken | target_node:role_warehouse_execution_coordinator | relation:performs | confidence:EXTRACTED
edge_0077,member_sanguk,member_ken,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:member_sanguk"", ""target_node:member_ken"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:member_sanguk | target_node:member_ken | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Person,true,false,edge_0077 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_sanguk | target_node:member_ken | relation:references | confidence:EXTRACTED
edge_0078,role_warehouse_execution_coordinator,concept_warehouse_handling_profile,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:role_warehouse_execution_coordinator"", ""target_node:concept_warehouse_handling_profile"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:role_warehouse_execution_coordinator | target_node:concept_warehouse_handling_profile | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,WarehouseHandlingProfile,true,false,edge_0078 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_warehouse_execution_coordinator | target_node:concept_warehouse_handling_profile | relation:references | confidence:EXTRACTED
edge_0079,role_warehouse_execution_coordinator,concept_warehouse_receiving,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:role_warehouse_execution_coordinator"", ""target_node:concept_warehouse_receiving"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:role_warehouse_execution_coordinator | target_node:concept_warehouse_receiving | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,WarehouseTask,true,false,edge_0079 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_warehouse_execution_coordinator | target_node:concept_warehouse_receiving | relation:references | confidence:EXTRACTED
edge_0080,team_role_matrix,role_warehouse_execution_coordinator,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:team_role_matrix"", ""target_node:role_warehouse_execution_coordinator"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:team_role_matrix | target_node:role_warehouse_execution_coordinator | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,ActorRole,true,false,edge_0080 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:team_role_matrix | target_node:role_warehouse_execution_coordinator | relation:references | confidence:EXTRACTED
edge_0081,member_minkyu_cha,concept_invoice_audit,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_minkyu_cha"", ""target_node:concept_invoice_audit"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_minkyu_cha | target_node:concept_invoice_audit | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Invoice,true,false,edge_0081 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_minkyu_cha | target_node:concept_invoice_audit | relation:performs | confidence:EXTRACTED
edge_0082,member_minkyu_cha,concept_jopetwil_marine,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_minkyu_cha"", ""target_node:concept_jopetwil_marine"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_minkyu_cha | target_node:concept_jopetwil_marine | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,MarineOperation,true,false,edge_0082 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_minkyu_cha | target_node:concept_jopetwil_marine | relation:performs | confidence:EXTRACTED
edge_0083,member_minkyu_cha,concept_material_management,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_minkyu_cha"", ""target_node:concept_material_management"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_minkyu_cha | target_node:concept_material_management | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Document,true,false,edge_0083 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_minkyu_cha | target_node:concept_material_management | relation:performs | confidence:EXTRACTED
edge_0084,member_minkyu_cha,role_material_management_coordinator,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_minkyu_cha"", ""target_node:role_material_management_coordinator"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_minkyu_cha | target_node:role_material_management_coordinator | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,ActorRole,true,false,edge_0084 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_minkyu_cha | target_node:role_material_management_coordinator | relation:performs | confidence:EXTRACTED
edge_0085,member_sanguk,member_minkyu_cha,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:member_sanguk"", ""target_node:member_minkyu_cha"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:member_sanguk | target_node:member_minkyu_cha | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Person,true,false,edge_0085 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_sanguk | target_node:member_minkyu_cha | relation:references | confidence:EXTRACTED
edge_0086,role_material_management_coordinator,concept_invoice_audit,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:role_material_management_coordinator"", ""target_node:concept_invoice_audit"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:role_material_management_coordinator | target_node:concept_invoice_audit | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,ActorRole,Invoice,true,false,edge_0086 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:role_material_management_coordinator | target_node:concept_invoice_audit | relation:references | confidence:EXTRACTED
edge_0087,team_role_matrix,role_material_management_coordinator,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:team_role_matrix"", ""target_node:role_material_management_coordinator"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:team_role_matrix | target_node:role_material_management_coordinator | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Document,ActorRole,true,false,edge_0087 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:team_role_matrix | target_node:role_material_management_coordinator | relation:references | confidence:EXTRACTED
edge_0088,concept_commercial_invoice,concept_invoice_audit,references,REFERENCES,AMBER,AMBER_REVIEW,INFERRED,"[""source_node:concept_commercial_invoice"", ""target_node:concept_invoice_audit"", ""relation:references"", ""confidence:INFERRED""]",source_node:concept_commercial_invoice | target_node:concept_invoice_audit | relation:references | confidence:INFERRED,Edge relationship must state edge_type and confidence; INFERRED edges require review before operational write-back.,2026-06-14T17:35:31+04:00,Review inference against source evidence and upgrade to REVIEWED if confirmed.,"Inference-only relationship; use as decision support, not final operational truth.",CommercialInvoiceDocument,Invoice,true,true,"edge_0088 | REFERENCES | AMBER | INFERRED | Edge relationship must state edge_type and confidence; INFERRED edges require review before operational write-back. | Review inference against source evidence and upgrade to REVIEWED if confirmed. | Inference-only relationship; use as decision support, not final operational truth. | source_node:concept_commercial_invoice | target_node:concept_invoice_audit | relation:references | confidence:INFERRED"
edge_0089,consolidated_05_invoice_cost,concept_invoice_audit,references,REFERENCES,PASS,,EXTRACTED,"[""source_node:consolidated_05_invoice_cost"", ""target_node:concept_invoice_audit"", ""relation:references"", ""confidence:EXTRACTED""]",source_node:consolidated_05_invoice_cost | target_node:concept_invoice_audit | relation:references | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Invoice,Invoice,true,false,edge_0089 | REFERENCES | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:consolidated_05_invoice_cost | target_node:concept_invoice_audit | relation:references | confidence:EXTRACTED
edge_0090,member_roldan,concept_backload,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_roldan"", ""target_node:concept_backload"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_roldan | target_node:concept_backload | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,Document,true,false,edge_0090 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_roldan | target_node:concept_backload | relation:performs | confidence:EXTRACTED
edge_0091,member_roldan,concept_pod_grn,performs_role,PERFORMS_ROLE,PASS,,EXTRACTED,"[""source_node:member_roldan"", ""target_node:concept_pod_grn"", ""relation:performs"", ""confidence:EXTRACTED""]",source_node:member_roldan | target_node:concept_pod_grn | relation:performs | confidence:EXTRACTED,Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export.,2026-06-14T17:35:31+04:00,Use relation as graph traversal path; keep provenance and source confidence.,,Person,SiteReceipt,true,false,edge_0091 | PERFORMS_ROLE | PASS | EXTRACTED | Edge relationship is explicit graph evidence; preserve source-target provenance in downstream KG export. | Use relation as graph traversal path; keep provenance and source confidence. |  | source_node:member_roldan | target_node:concept_pod_grn | relation:performs | confidence:EXTRACTED
